Wall time,Step,Value
1786569631.993229,1470,0.5709999799728394
1786569644.0733173,2830,0.15850000083446503
1786569645.8582404,3030,0.0
1786569651.6764052,3710,0.7870000004768372
1786569654.6007743,4030,0.6970000267028809
1786569657.2385452,4230,0.6639999747276306
1786569659.140678,4430,0.4490000009536743
1786569663.8146298,4960,0.8500000238418579
1786569671.4956572,5800,0.0
1786569673.286447,6000,0.0
1786569675.6901681,6200,0.6370000243186951
1786569680.0429978,6720,0.0
1786569681.842835,6920,0.7239999771118164
1786569683.5940845,7120,0.0
1786569685.7192652,7370,0.43549999594688416
1786569689.2690427,7810,0.46000000834465027
1786569690.8045466,8010,0.6129999756813049
1786569693.225894,8220,0.367000013589859
1786569695.183453,8460,0.6759999990463257
1786569698.047094,8820,0.0
1786569699.7603166,9030,0.23749999701976776
1786569701.4624112,9240,0.5396666526794434
1786569703.8885324,9530,0.550000011920929
1786569705.7500808,9740,0.3190000057220459
1786569707.726215,9950,0.7630000114440918
1786569716.4249105,10830,0.0
1786569718.3023212,11030,0.3700000047683716
1786569721.6106305,11430,0.0
1786569725.6472383,11870,0.0
1786569727.3347213,12070,0.0
1786569729.843461,12270,0.0
1786569731.5588408,12480,0.18700000643730164
1786569733.37286,12690,0.10700000077486038
1786569740.1540523,13490,0.3084999918937683
1786569741.769325,13690,0.6549999713897705
1786569743.4025192,13890,0.20600000023841858
1786569745.210698,14100,0.5709999799728394
1786569749.6882458,14510,0.2980000078678131
1786569754.1353834,15030,0.0
1786569755.8063927,15230,0.0
1786569757.493211,15440,0.28700000047683716
1786569759.3966677,15640,0.45399999618530273
1786569761.2072947,15840,0.398499995470047
1786569762.81853,16050,0.5590000152587891
1786569765.1697416,16250,0.18400000035762787
1786569766.9510705,16450,0.7404999732971191
1786569768.531244,16650,0.7480000257492065
1786569770.4607773,16850,0.24199999868869781
1786569773.0075881,17130,0.38199999928474426
1786569774.9383183,17330,0.6880000233650208
1786569781.5246615,18100,0.1809999942779541
1786569784.2779431,18310,0.5260000228881836
1786569785.995477,18510,0.4650000035762787
1786569787.6966693,18710,0.18400000035762787
1786569789.5970824,18910,0.2770000100135803
1786569791.3490083,19110,0.7239999771118164
1786569792.9022512,19310,0.2529999911785126
1786569795.3781683,19590,0.8169999718666077
1786569797.0719616,19800,0.14149999618530273
1786569798.950691,20010,0.5845000147819519
1786569803.8544023,20490,0.37599998712539673
1786569807.359577,20900,0.625
1786569810.8137255,21270,0.39100000262260437
1786569815.827576,21790,0.6039999723434448
1786569817.8504717,22030,0.5019999742507935
1786569819.7737062,22240,0.5299999713897705
1786569822.3548026,22440,0.2777499854564667
1786569824.419099,22690,0.8980000019073486
1786569827.117054,22970,0.6100000143051147
1786569828.9041283,23180,0.7509999871253967
1786569830.6093328,23380,0.6804999709129333
1786569832.383473,23590,0.781000018119812
1786569834.0877414,23800,0.6159999966621399
1786569835.7859144,24020,0.8080000281333923
1786569837.3746219,24220,0.6420000195503235
1786569839.6862392,24430,0.3790000081062317
1786569841.4282386,24640,0.8289999961853027
1786569843.0573368,24869,0.7450000047683716
1786569844.611658,25099,0.5799999833106995
1786569846.193249,25299,0.6621999740600586
1786569847.7634857,25499,0.6790000200271606
1786569849.181493,25699,0.765999972820282
1786569850.644762,25899,0.39399999380111694
1786569852.579597,26099,0.8019999861717224
1786569854.5003614,26299,0.7239999771118164
1786569857.310896,26559,0.6970000267028809
1786569859.0075693,26759,0.4659999907016754
1786569861.888729,27089,0.46299999952316284
1786569863.7483947,27299,0.5619999766349792
1786569865.4608948,27499,0.6309999823570251
1786569867.0258286,27709,0.2980000078678131
1786569868.4678528,27919,0.7022500038146973
1786569870.3626308,28119,0.7225000262260437
1786569872.1002748,28329,0.7615000009536743
1786569874.641328,28539,0.7990000247955322
1786569876.2879415,28739,0.7645000219345093
1786569878.0662959,28949,0.7764999866485596
1786569880.07807,29169,0.701200008392334
1786569881.7261906,29369,0.9039999842643738
1786569883.6755123,29569,0.0
1786569885.4309123,29769,0.765999972820282
1786569887.1926992,29979,0.6924999952316284
1786569888.9783373,30197,0.5730000138282776
1786569890.742217,30407,0.7442499995231628
1786569895.537959,30847,0.8199999928474426
1786569897.403027,31057,0.7559999823570251
1786569899.2083118,31257,0.6880000233650208
1786569901.058068,31467,0.7269999980926514
1786569902.6882262,31667,0.8169999718666077
1786569904.972094,31947,0.6729999780654907
1786569906.6789951,32146,0.8068000078201294
