Wall time,Step,Value
1786565455.7427008,9568,0.12370000034570694
1786565462.7376094,14328,0.21344999969005585
1786565469.6055012,18424,0.21057894825935364
1786565476.703805,22576,0.4343912899494171
1786565483.5780368,26880,0.5425000190734863
1786565490.0872755,30712,0.5305356979370117
1786565496.2379146,34424,0.6966052651405334
1786565503.1897454,38104,0.8041964173316956
1786565509.5746305,41424,0.8694999814033508
1786565516.4869633,44784,0.8917391300201416
1786565523.0210233,48152,0.9029904007911682
1786565529.702182,51448,0.9308979511260986
1786565536.4144626,54736,0.9432948231697083
1786565543.039738,57992,0.953752338886261
1786565549.8616617,61240,0.9602040648460388
1786565556.7570364,64488,0.9624478816986084
1786565563.3414664,67752,0.9649139642715454
1786565570.0986052,71000,0.9664226770401001
1786565577.0709481,74248,0.9666621088981628
1786565583.9529989,77512,0.9667755365371704
1786565591.0017824,80768,0.9669489860534668
1786565597.9979324,84024,0.9670000076293945
1786565604.9521072,87336,0.9596229791641235
1786565611.504589,90600,0.9662958979606628
1786565618.1921487,93871,0.9669496417045593
1786565624.8547692,97127,0.9669898748397827
1786565631.465282,100383,0.9670000076293945
