Wall time,Step,Value
1786722392.857841,9208,0.1333225816488266
1786722400.5778546,13568,0.21416667103767395
1786722408.2666478,18168,0.3616666793823242
1786722415.5693755,22168,0.5318666696548462
1786722422.9130304,25880,0.7117618918418884
1786722429.9603534,29504,0.8389857411384583
1786722436.954277,32896,0.8662592768669128
1786722443.246733,36352,0.9004411697387695
1786722450.350013,39664,0.9315400123596191
1786722457.2401574,42944,0.947253942489624
1786722463.9273357,46232,0.9593512415885925
1786722470.5707896,49464,0.964434802532196
1786722477.1373527,52728,0.96527498960495
1786722484.1295943,55968,0.9672718048095703
1786722491.2176976,59200,0.9683290123939514
1786722498.065909,62448,0.9687845706939697
1786722505.2490165,65680,0.9685483574867249
1786722512.1080236,68920,0.9697937369346619
1786722518.9777606,72160,0.969337522983551
1786722526.1134624,75392,0.9702385067939758
1786722532.8272965,78640,0.9697375297546387
1786722539.6819615,82328,0.9397333264350891
1786722546.235085,85600,0.9527021050453186
1786722553.2458265,88840,0.9649139642715454
1786722560.7581084,92064,0.9676499962806702
1786722567.6730509,95296,0.9678471684455872
1786722574.650381,98536,0.9687942266464233
1786722581.7663307,101760,0.9691210389137268
