Wall time,Step,Value
1786648310.9501073,4800,0.0
1786648408.8218462,7200,0.0
1786648506.6984537,9600,0.0
1786648604.9618413,12000,0.0
1786648775.8304741,14400,0.0
1786648873.7164345,16800,0.0
1786648972.4915543,19200,0.0
1786649069.2625008,21600,0.0
1786649166.5045185,24000,0.0
1786649332.974981,26400,0.0
1786649431.46985,28800,0.0
1786649533.3825371,31200,0.0
1786649630.1012268,33600,0.0
1786649727.765338,36000,0.0
1786649895.8341928,38400,0.0
1786649995.2474146,40800,0.0
1786650092.821886,43200,0.0
1786650191.9210608,45600,0.0
1786650289.8721676,48000,0.0
1786650456.2531052,50400,0.0
1786650553.317663,52800,0.0
1786650650.5436451,55200,0.0
1786650748.0849116,57600,0.0
1786650844.4020224,60000,0.0
1786651012.5650837,62400,0.0
1786651109.490425,64800,0.0
1786651202.637215,67200,0.0
1786651302.1384196,69600,0.0
1786651396.0925596,72000,0.0
1786651566.1166675,74400,0.0
1786651668.49911,76800,0.0
1786651769.658975,79200,0.0
1786651872.8884048,81600,0.0
1786651976.9917889,84000,0.0
1786652154.4499755,86400,0.0
1786652260.821728,88800,0.0
1786652363.971112,91200,0.0
1786652465.637654,93600,0.0
1786652567.915387,96000,0.0
1786652743.896279,98400,0.0
1786652851.3023832,100800,0.0
1786652957.7923703,103200,0.0
1786653061.1262712,105600,0.0
1786653165.4355128,108000,0.0
1786653339.6317523,110400,0.0
1786653439.7624996,112800,0.0
1786653539.4290423,115200,0.0
1786653644.1142793,117600,0.0
1786653743.0737543,120000,0.0
1786653919.5890841,122400,0.0
1786654020.1750913,124800,0.0
1786654124.050371,127200,0.0
1786654223.6194484,129600,0.0
1786654323.7518234,132000,0.0
1786654496.0677004,134400,0.0
1786654597.2772324,136800,0.0
1786654697.1426797,139200,0.0
1786654800.3246686,141600,0.0
1786654901.247317,144000,0.0
1786655076.70851,146400,0.0
1786655178.8213882,148800,0.0
1786655277.9264731,151200,0.0
1786655378.5659368,153600,0.0
1786655479.6075935,156000,0.0
1786655657.3825226,158400,0.0
1786655757.413137,160800,0.0
1786655859.4010575,163200,0.0
1786655959.0467234,165600,0.0
1786656056.2256413,168000,0.0
1786656228.0016956,170400,0.0
1786656328.3412116,172800,0.0
1786656432.7157154,175200,0.0
1786656533.9963691,177600,0.0
1786656634.2396138,180000,0.0
1786656813.5182898,182400,0.0
1786656914.933342,184800,0.0
1786657016.6377864,187200,0.0
1786657121.5420845,189600,0.0
1786657221.1569586,192000,0.0
1786657391.1369522,194400,0.0
1786657491.1073792,196800,0.0
1786657591.0666068,199200,0.0
1786657691.8326097,201600,0.0
1786657792.9304516,204000,0.0
1786657959.5857444,206400,0.0
1786658056.9616058,208800,0.0
1786658154.0694165,211200,0.0
1786658251.8947601,213600,0.0
1786658351.997534,216000,0.0
1786658522.4887855,218400,0.0
1786658621.3085523,220800,0.0
1786658719.3332262,223200,0.0
1786658819.690934,225600,0.0
1786658917.913733,228000,0.0
1786659084.755026,230400,0.0
1786659184.4693384,232800,0.0
1786659281.5376852,235200,0.0
1786659380.330325,237600,0.0
1786659479.8556647,240000,0.0
1786659651.5783823,242400,0.0
1786659751.9040608,244800,0.0
1786659851.1427586,247200,0.0
1786659948.4823177,249600,0.0
1786660048.498591,252000,0.0
1786660217.7060444,254400,0.0
1786660314.7096124,256800,0.0
1786660411.143965,259200,0.0
1786660511.508555,261600,0.0
1786660615.3121316,264000,0.0
1786660786.926704,266400,0.0
1786660887.3497648,268800,0.0
1786660988.686312,271200,0.0
1786661088.7072783,273600,0.0
1786661188.004633,276000,0.0
1786661356.6487176,278400,0.0
1786661458.6158535,280800,0.0
1786661558.213107,283200,0.0
1786661659.882403,285600,0.0
1786661761.1718013,288000,0.0
1786661932.8528805,290400,0.0
1786662029.3466928,292800,0.0
1786662123.7012808,295200,0.0
1786662218.7758718,297600,0.0
1786662312.1291435,300000,0.0
1786662472.5267477,302400,0.0
1786662569.0442991,304800,0.0
1786662665.7720604,307200,0.0
1786662761.1879575,309600,0.0
1786662866.259475,312000,0.0
1786663044.1026406,314400,0.0
1786663147.1937788,316800,0.0
1786663252.155179,319200,0.0
1786663357.1935234,321600,0.0
1786663459.4384732,324000,0.0
1786663636.2528427,326400,0.0
1786663741.162809,328800,0.0
1786663845.3874974,331200,0.0
1786663949.4877326,333600,0.0
1786664053.4550893,336000,0.0
1786664229.4382741,338400,0.0
1786664335.7716787,340800,0.0
1786664440.5383132,343200,0.0
1786664545.7016177,345600,0.0
1786664645.6878364,348000,0.0
1786664810.102498,350400,0.0
1786664907.7734995,352800,0.0
1786665004.1163828,355200,0.0
1786665106.6650276,357600,0.0
1786665209.5617094,360000,0.0
1786665375.1288514,362400,0.0
1786665473.6666543,364800,0.0
1786665573.5966008,367200,0.0
1786665670.4322274,369600,0.0
1786665767.5437582,372000,0.0
1786665937.3022652,374400,0.0
1786666038.4632561,376800,0.0
1786666135.5244572,379200,0.0
1786666235.213012,381600,0.0
1786666331.835458,384000,0.0
1786666501.1296678,386400,0.0
1786666604.0527852,388800,0.0
1786666702.4325047,391200,0.0
1786666801.5731552,393503,0.12931109964847565
1786666900.2294025,395903,0.0
1786667068.516733,398303,0.0
1786667169.465049,400703,0.0
1786667268.1101677,403103,0.0
1786667368.974065,405503,0.0
1786667467.7730973,407903,0.0
1786667635.9425447,410303,0.0
1786667734.6701624,412703,0.0
1786667833.8621175,415103,0.0
1786667933.830452,417503,0.0
1786668034.9410346,419903,0.0
1786668205.1622021,422303,0.0
1786668302.434488,424703,0.0
1786668403.8591006,427103,0.0
