Wall time,Step,Value
1786844997.0549624,3000,0.0
1786845024.8699942,6000,0.0
1786845054.4792101,9000,0.0
1786845080.685093,12000,0.0
1786845109.056753,15000,0.0
1786845136.760524,18000,0.0
1786845163.0861714,21000,0.0
1786845188.861857,24000,0.0
1786845216.9854913,27000,0.0
1786845243.9218726,30000,0.0
1786845271.9925997,33000,0.0
1786845299.6744244,36000,0.0
1786845327.331712,39000,0.0
1786845353.3907533,42000,0.0
1786845381.260197,45000,0.0
1786845408.4202497,48000,0.0
1786845436.638982,51000,0.0
1786845464.1269054,54000,0.0
1786845492.301182,57000,0.0
1786845518.9310894,60000,0.0
1786845546.6557045,63000,0.0
1786845574.3312013,66000,0.0
1786845602.1130261,69000,0.0
1786845629.28163,72000,0.0
1786845658.480627,75000,0.0
1786845685.6521404,78000,0.0
1786845713.304412,81000,0.0
1786845740.5612006,84000,0.0
1786845768.2752335,87000,0.0
1786845795.8985877,90000,0.0
1786845823.4302206,93000,0.0
1786845850.923476,96000,0.0
1786845878.9815834,99000,0.0
1786845907.4181082,102000,0.0
1786845935.312156,105000,0.0
1786845960.9442785,108000,0.0
1786845988.2652416,111000,0.0
1786846016.975775,114000,0.0
1786846045.0358799,117000,0.0
1786846070.8338566,120000,0.0
1786846098.3610816,123000,0.0
1786846126.6456854,126000,0.0
1786846155.608768,129000,0.0
1786846182.995017,132000,0.0
1786846210.7080932,135000,0.0
1786846237.5983849,138000,0.0
1786846266.3068638,141000,0.0
1786846294.6156762,144000,0.0
1786846322.4393964,147000,0.0
1786846349.4783099,150000,0.0
1786846379.006928,153000,0.0
1786846408.5784223,156000,0.0
1786846437.483704,159000,0.0
1786846466.0264497,162000,0.0
1786846495.5377498,165000,0.0
1786846522.5587912,168000,0.0
1786846551.8980463,171000,0.0
1786846581.4600685,174000,0.0
1786846612.4018085,177000,0.0
1786846641.4629161,180000,0.0
1786846671.4489024,183000,0.0
1786846700.327235,186000,0.0
1786846730.5563276,189000,0.0
1786846758.3465967,192000,0.0
1786846786.9178426,195000,0.0
1786846815.6318166,198000,0.0
